Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.778674738802675,24.789797903918426,23.879977645896325,24.3204288482666,212818400
2015-01-05,24.08908208842444,24.169164129068307,23.4484274604303,23.635284423828125,257142000
2015-01-06,23.699803606027018,23.897783806542275,23.27492364272877,23.63751792907715,263188400
2015-01-07,23.84661177083636,24.069061513837287,23.7353868993359,23.96895980834961,160423600
2015-01-08,24.29819039298089,24.947743347990343,24.18029058311087,24.88990592956543,237458000
2015-01-09,25.063409483956207,25.192430728559142,24.516183377749616,24.916593551635742,214798000
2015-01-12,25.047837584434788,25.054510804343685,24.202529685227073,24.302631378173828,198603200
2015-01-13,24.787577557600926,25.092334348788434,24.227004892575085,24.518413543701172,268367600
2015-01-14,24.255925476173466,24.578476995083378,24.135802385068178,24.42498779296875,195826400
2015-01-15,24.469475315208914,24.48282175865421,23.726493879364345,23.7620849609375,240056000
2015-01-16,23.808797754717016,23.931145802676742,23.40171428294956,23.577449798583984,314053200
2015-01-20,23.988977500537363,24.240346775665593,23.690895684030792,24.184734344482422,199599600
2015-01-21,24.235898306145774,24.705267389677548,24.08463241623283,24.369369506835938,194303600
2015-01-22,24.52731264395913,25.018926442594392,24.40718956191167,25.003355026245117,215185600
2015-01-23,24.98110411833651,25.303655531969277,24.809816884327752,25.132369995117188,185859200
2015-01-26,25.301436780647798,25.43935625129226,25.09233514747617,25.159069061279297,222460000
2015-01-27,25.00780662688058,25.02115476922413,24.25370192502701,24.27817153930664,382274800
2015-01-28,26.1667658481308,26.27576745744223,25.65068244934082,25.65068244934082,585908400
2015-01-29,25.87535333445469,26.51378469048546,25.706291059166713,26.44927406311035,337745600
2015-01-30,26.338053043985266,26.693972335696472,25.99325522245303,26.06221580505371,334982000
2015-02-02,26.260195893258587,26.50933854820576,25.82196957705137,26.38921546936035,250956400
2015-02-03,26.360295604150622,26.491540143156218,26.16231546070213,26.39366340637207,207662800
2015-02-04,26.360297916823008,26.807422432641452,26.31803191715725,26.596094131469727,280598800
2015-02-05,26.80378792396723,26.850688237069605,26.63182635672692,26.78592300415039,168984800
2015-02-06,26.80379014780035,26.85515626915488,26.453165722461225,26.56036376953125,174826400
2015-02-09,26.475500508204682,26.76359175260287,26.44870056981302,26.736793518066406,155559200
2015-02-10,26.837284763150453,27.279474284093233,26.835052713303483,27.25044059753418,248034000
2015-02-11,27.417934863356745,27.89808965202265,27.357637147503237,27.889156341552734,294247200
2015-02-12,28.152682532032056,28.469809084535157,28.0432524624839,28.242013931274414,297898000
2015-02-13,28.425146574014246,28.425146574014246,28.061123072379967,28.380481719970703,217088800
2015-02-17,28.47204515109199,28.782472190621913,28.344748442965244,28.547977447509766,252609600
2015-02-18,28.503317948267313,28.760145181978167,28.463118888174698,28.746746063232422,179566800
2015-02-19,28.69314097966731,28.815971892090445,28.659643188874703,28.68644142150879,149449600
2015-02-20,28.72440522746093,28.920934677124023,28.59711022135459,28.920934677124023,195793600
2015-02-23,29.037058415717866,29.702573776245117,28.9566603353535,29.702573776245117,283896400
2015-02-24,29.68918089559116,29.836577975147815,29.293889966856423,29.5172176361084,276912400
2015-02-25,29.380989705088034,29.38992472080922,28.6194414810838,28.762371063232422,298846800
2015-02-26,28.762365312770456,29.226887213809082,28.275512692313526,29.12639045715332,365150000
2015-02-27,29.032596120210176,29.159894523514826,28.63954066105051,28.68867301940918,248059200
2015-03-02,28.86510565639036,29.095132918211306,28.652945019761663,28.82937240600586,192386800
2015-03-03,28.80033970757226,28.925402665724054,28.60604230471284,28.88966941833496,151265200
2015-03-04,28.831605520231744,28.934334347098382,28.65741019840567,28.706539154052734,126665200
2015-03-05,28.715472771397522,28.75343806710463,28.085688798004263,28.230852127075195,226068400
2015-03-06,28.675271793047767,28.89189990804343,28.19735241394222,28.273283004760742,291368400
2015-03-09,28.57701139156905,28.936570817459412,27.929360741103665,28.393882751464844,354114000
2015-03-10,28.230843250573603,28.411738064651214,27.64795806759641,27.806520462036133,275426400
2015-03-11,27.860126826983816,27.864592630686776,27.270541914608945,27.29957389831543,275756000
2015-03-12,27.315207870580377,27.893627445138293,27.163344980721053,27.793128967285156,193450800
2015-03-13,27.781968924628472,28.00529664636366,27.37551253922464,27.601072311401367,207309200
2015-03-16,27.665824673412285,27.90478515625,27.4402650062606,27.90478515625,143497200
2015-03-17,28.11695239857852,28.434077263061518,28.061120484246096,28.371545791625977,204092400
2015-03-18,28.362610800519274,28.84499932962246,28.221914998124866,28.690902709960938,261083600
2015-03-19,28.753444783827838,28.865108647066005,28.451952693855855,28.474285125732422,183238000
2015-03-20,28.64177838821013,28.675276181135587,27.951696592262806,28.116958618164062,274780400
2015-03-23,28.38941670651046,28.552444966857443,28.25541872876409,28.409515380859375,150838800
2015-03-24,28.413979789156055,28.59487295012784,28.264348957509863,28.29338264465332,131369200
2015-03-25,28.259886948021393,28.322418430487524,27.554170608520508,27.554170608520508,206620800
2015-03-26,27.415708944424075,27.889162578221786,27.37997569455361,27.746232986450195,190291600
2015-03-27,27.819931349005362,27.84896333643819,27.449208255299947,27.52513885498047,158184800
2015-03-30,27.703801727530387,28.228621479125927,27.692634661044366,28.221921920776367,188398800
2015-03-31,28.15939080017158,28.248722227049445,27.773034806918524,27.788667678833008,168362400
2015-04-01,27.875759379277465,27.94275836104558,27.491635518697358,27.748462677001953,162485600
2015-04-02,27.92265581279033,28.04101919469861,27.735061404600927,27.9874210357666,128880400
2015-04-06,27.797597513549732,28.47651388747033,27.766331773633098,28.440780639648438,148776000
2015-04-07,28.505546891149116,28.612743230731876,28.13482380296402,28.141523361206055,140049200
2015-04-08,28.1057853751071,28.228616268359257,27.90925764975846,28.04995346069336,149316800
2015-04-09,28.105790337990708,28.26882030656257,27.840031537075223,28.264352798461914,129936000
2015-04-10,28.128121549163314,28.40951491239349,27.974026603464083,28.38494873046875,160752000
2015-04-13,28.668576086828708,28.713244353508433,28.275520557103356,28.329118728637695,145460400
2015-04-14,28.36261608247333,28.427381315785674,28.119189722922986,28.206287384033203,102098400
2015-04-15,28.230855939059044,28.391650455034295,28.14152451650268,28.313486099243164,115881600
2015-04-16,28.201821813915277,28.38495046060868,28.163856513664786,28.177255630493164,113476000
2015-04-17,28.03878931074127,28.170551816596443,27.79536126738247,27.860126495361328,207828000
2015-04-20,28.04325386237419,28.612738366244688,27.9539224586725,28.49660873413086,188217200
2015-04-21,28.608280273384672,28.630610999180256,28.288919884343844,28.342519760131836,129740400
2015-04-22,28.360383664610687,28.780239120097384,28.210754517075305,28.724407196044922,150618000
2015-04-23,28.65293883984712,29.126392378340356,28.617205597169626,28.95889663696289,183083600
2015-04-24,29.14203505512964,29.173300799240938,28.8606399504174,29.095134735107422,178103600
2015-04-27,29.548483853042118,29.731614180501488,29.289422934655136,29.624414443969727,387816800
2015-04-28,30.028635544104926,30.046498756265088,28.93656353644003,29.157655715942383,475696000
2015-04-29,29.068329393289822,29.38768631523267,28.652939804382193,28.728870391845703,253544400
2015-04-30,28.72886826934814,28.72886826934814,27.822158571057354,27.94945526123047,332781600
2015-05-01,28.16161606201944,29.061627914377524,27.982954965995784,28.798099517822266,234050400
2015-05-04,28.92093232774315,29.159894562599675,28.644004799142163,28.74226951599121,203953200
2015-05-05,28.619441582873787,28.686440570180817,28.090156057797344,28.094623565673828,197085600
2015-05-06,28.26434297561886,28.306775768552697,27.549695274838232,27.91818618774414,288564000
2015-05-07,27.980986729477593,28.27476919935701,27.812791325039594,28.09087562561035,175763600
2015-05-08,28.40932319194235,28.620128631591797,28.28149476195688,28.620128631591797,222201600
2015-05-11,28.56854717086461,28.606671048184207,28.17384818122156,28.328588485717773,168143200
2015-05-12,28.167121277698104,28.454174472680343,27.992198343941556,28.227672576904297,192640000
2015-05-13,28.290463870135095,28.523695007429993,28.227671200665686,28.25906753540039,138776800
2015-05-14,28.57304192329218,28.91840171813965,28.51697677710659,28.91840171813965,180814000
2015-05-15,28.94530579997525,29.039494803970687,28.752441623619692,28.878026962280273,152832000
2015-05-18,28.79057441626259,29.31534335330476,28.78608824650854,29.19648551940918,203531600
2015-05-19,29.30860753376486,29.351217579534275,29.073133306369215,29.169567108154297,178532800
2015-05-20,29.15387470124168,29.373649106229575,29.005861900722472,29.167329788208008,145819600
2015-05-21,29.169563640581845,29.519409458235458,29.11573989096455,29.465585708618164,158921600
2015-05-22,29.512683945539724,29.81991974360408,29.46782910680423,29.723485946655273,182384000
2015-05-26,29.736955951217872,29.806476187421264,28.95652662507284,29.06865692138672,282790400
2015-05-27,29.23011454617458,29.66069432201889,29.16508050283067,29.611356735229492,183332800
2015-05-28,29.570994155578294,29.591176782375417,29.400557381606728,29.55305290222168,122933200
2015-05-29,29.429715956500814,29.479053559534947,29.131448964319915,29.2166690826416,203538000
2015-06-01,29.216660689469904,29.46559000710588,29.16508172727694,29.274967193603516,128451200
2015-06-02,29.122473852863536,29.301882969200555,29.001374666954007,29.144901275634766,134670400
2015-06-03,29.301888764618358,29.364681454464005,29.131448530513072,29.1807861328125,123934000
2015-06-04,29.059675412346543,29.283935907806594,28.90942129102154,29.010337829589844,153800400
2015-06-05,29.041742842008606,29.08435289639219,28.78608593765172,28.851119995117188,142507200
2015-06-08,28.907180282206603,28.976703919337854,28.442962775213026,28.66049575805664,210699200
2015-06-09,28.41380757087726,28.723288187543126,28.171607506451284,28.575275421142578,224301600
2015-06-10,28.687410686322938,29.00586027379526,28.671712515418594,28.90270233154297,156349200
2015-06-11,28.969978471439347,29.19423903897281,28.81299675855486,28.837665557861328,141563600
