Price,Open,High,Low,Close,Volume,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Log_Return,Volatility
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,
Date,,,,,,,,,,,,,,
2015-10-16,25.1813061227652,25.23086702942477,24.899711624668942,25.014602661132812,156930400,25.309176521301268,27.177996883392336,25.07518648276418,25.2125138539684,-0.13732737120421845,-0.16044354598946226,45.69500905253281,-0.007357545628338681,0.013339937105218077
2015-10-19,24.96053567375287,25.174546793459054,24.805094969065777,25.170042037963867,119036800,25.29210060119629,27.18224494934082,25.089779645102595,25.20936779352362,-0.11958814842102328,-0.15227246647577447,59.83784070454127,0.0061947185175436235,0.012893331448780564
2015-10-20,25.082193894109295,25.719724493910846,24.965051294372753,25.629613876342773,195871200,25.265292930603028,27.192216596603394,25.172831065293394,25.240497132991703,-0.0676660676983083,-0.13535118672028124,62.073851752081914,0.018093995654499324,0.013142247989402674
2015-10-21,25.681425067053965,26.037361019949046,25.613841682022336,25.62735939025879,167180800,25.26650951385498,27.202165803909303,25.242758499903456,25.269153596492966,-0.026395096589510558,-0.11355996869412711,65.30015830100993,-8.796797554595395e-05,0.013009495416847245
2015-10-22,25.755762723263192,26.01933479309082,25.703948573067606,26.01933479309082,166616400,25.267680892944338,27.212417678833006,25.362231775778433,25.324722574018733,0.03750920175970052,-0.0833461346033616,67.53423211729967,0.015179400555751723,0.013399140257703602
2015-10-23,26.289663853653483,26.859612609192745,26.206312975224012,26.825820922851562,237467600,25.28538745880127,27.22209725379944,25.587399336866607,25.435915044302646,0.15148429256396057,-0.03638004916989718,73.34072703341832,0.03052498340871302,0.014987098705939532
2015-10-26,26.600550602498927,26.611813354377695,25.888678685031568,25.969778060913086,265335200,25.2823237991333,27.227363176345825,25.646226832873758,25.475460452940457,0.17076637993330124,0.005049236650742507,59.429893009411956,-0.03243141129203774,0.016155030165777337
2015-10-27,25.996816185549697,26.253630346662884,25.67917662281027,25.80533218383789,279537600,25.270564575195312,27.234876680374146,25.670704579175933,25.499895395969897,0.17080918320603544,0.038201225961801095,58.870643209985744,-0.0063523352930149515,0.01446959975187762
2015-10-28,26.341477712421575,26.87538153833908,26.145487308769606,26.868621826171875,342205600,25.283044776916505,27.2466277217865,25.854999540252233,25.60128253894782,0.25371700130441255,0.08130438103032339,69.78543975111998,0.040377986517315424,0.016694681617120278
2015-10-29,26.74021484655075,27.188514558438914,26.643346263230594,27.152469635009766,204909200,25.30791500091553,27.260265130996704,26.054610324061084,25.71618528680426,0.3384250372568225,0.1327285122756232,68.02410908314933,0.010508873975590126,0.016567510111395255
2015-10-30,27.256098986176504,27.307913139200902,26.909174297082142,26.920438766479492,197461200,25.33877773284912,27.276056900024415,26.187814699817764,25.805389248261683,0.382425451556081,0.18266790013171477,66.56885840282727,-0.008582201311457564,0.016818470876406137
2015-11-02,27.213298385919117,27.33945219612116,26.945219820523008,27.29890251159668,128813200,25.40825267791748,27.294664163589477,26.358751286245287,25.91601986036057,0.44273142588471615,0.23468060528231507,68.53539548650514,0.01396069679531584,0.016965463511529368
2015-11-03,27.211047257706316,27.819290854009132,27.19077155451388,27.612037658691406,182076000,25.495884895324707,27.311800680160523,26.55156457431392,26.041650808385075,0.5099137659288466,0.28972723741162143,74.58244576501514,0.01140532435024464,0.017036030421480212
2015-11-04,27.738184316722403,27.893625032434624,27.39801939442772,27.483623504638672,179544400,25.578155517578125,27.327371950149537,26.694958255902346,26.148463600700158,0.5464946552021885,0.34108072096973485,71.07236676572691,-0.004661506328230134,0.017032746764266065
2015-11-05,27.56733873257362,27.7573811961997,27.18951841429212,27.356935501098633,158210800,25.631084442138672,27.339139852523804,26.796800909009466,26.23798003776671,0.5588208712427551,0.3846287510243389,71.84162215249512,-0.004620238422074284,0.01674648366729853
2015-11-06,27.399917804621726,27.558285063713978,27.28906072325715,27.38860511779785,132169200,25.670093994140625,27.350421028137205,26.887847710361527,26.323211525176426,0.5646361851851012,0.4206302378564914,71.17630223865109,0.0011569753398693971,0.016186590198241153
2015-11-09,27.365979628413648,27.558283208961264,27.160102205449874,27.277746200561523,135485600,25.705219383239747,27.36101441383362,26.94783209346922,26.393917797427175,0.5539142960420449,0.4472870494936021,66.85343818752048,-0.004055843001429101,0.016170364298293636
2015-11-10,26.447445892916978,26.71214617404694,26.25740347046507,26.418033599853516,236511600,25.725538444519042,27.371713724136352,26.86632463291296,26.39570415316246,0.4706204797505009,0.45195373554498186,56.878944215537736,-0.03202434442538316,0.018077409760153217
2015-11-11,26.327545408514624,26.56509633666233,26.065106220000256,26.268722534179688,180872000,25.76557903289795,27.374803924560545,26.774385848492457,26.386298107311884,0.38808774118057343,0.4391805366721002,52.26535046912755,-0.005667893654798817,0.017761432721959673
2015-11-12,26.302654540105202,26.429348347574205,26.16464804579489,26.180484771728516,130102400,25.78303955078125,27.37345997810364,26.683016452067235,26.37105267504645,0.3119637770207859,0.41373718474183735,43.258293083385134,-0.003364697017549027,0.017577826707367097
2015-11-13,26.062832924110904,26.14654229929398,25.399950020948157,25.415786743164062,183249600,25.79408191680908,27.37022783279419,26.4880580353129,26.300292235647756,0.18776579966514362,0.3685429077264986,44.09995169472692,-0.02964377090402441,0.018856148455229357
2015-11-16,25.19860076787428,25.84564705404138,25.112630222732484,25.832073211669922,152426800,25.818406181335448,27.367442121505736,26.387137293213982,26.26560934498273,0.12152794823125035,0.319139915827449,50.2702946558775,0.01624636131932111,0.019139456883574706
2015-11-17,25.999490327526974,26.028902620835975,25.637506812779492,25.721216201782227,110467600,25.826816368103028,27.364079885482788,26.284687894532173,26.22528392696788,0.059403967564293225,0.2671927261748179,35.6366430337942,-0.004300683118977371,0.01875636935387358
2015-11-18,26.189533964920045,26.580928065036172,26.130711101650345,26.535680770874023,186698800,25.86124771118164,27.36377781867981,26.32330218320015,26.24827628577574,0.0750258974244069,0.2287593604247357,43.18439430210094,0.031174087053587405,0.019994766688127774
2015-11-19,26.61485511794914,27.09222132701623,26.41576467655652,26.87276840209961,173183200,25.891517524719237,27.364212045669557,26.40783544764622,26.294534961058993,0.11330048658722802,0.2056675856572342,49.4851884305508,0.012623175266213465,0.01991234754991031
2015-11-20,26.967799735358497,27.130692765780022,26.88861610281296,26.99042510986328,137148400,25.916751441955565,27.366362352371215,26.497464626448846,26.346082379488937,0.15138224695990843,0.19481051791776904,46.46976519816384,0.004368730750009954,0.018737872312689863
2015-11-23,26.983639228221964,27.087711128606927,26.54699603705064,26.639755249023438,129930000,25.93001594543457,27.365877161026003,26.51935549146032,26.36783592538038,0.15151956607994066,0.1861523275502034,38.96791546157395,-0.013077519268181577,0.01741098625020072
2015-11-24,26.54472827901737,27.00173212439303,26.49721810643427,26.89539909362793,171212800,25.9440230178833,27.36410195350647,26.57720835333226,26.406914678583902,0.17029367474835766,0.18298059698983427,43.51295876929238,0.009550576286611824,0.017407524122811352
2015-11-25,26.9700634063342,26.974589171796932,26.67821367264409,26.703100204467773,85553200,25.95359832763672,27.358171672821044,26.596576330430032,26.428854347167892,0.16772198326214038,0.17992887424429552,42.8922493549492,-0.007175563375077073,0.014977534793105346
2015-11-27,26.76192196218493,26.789071375613116,26.605815855601858,26.6533260345459,52185600,25.973396949768066,27.350228233337404,26.605307054140162,26.445481879566263,0.1598251745738999,0.1759081343102164,42.038224979656576,-0.0018657240699464657,0.014761160894913777
2015-11-30,26.694049398330883,27.015311417256978,26.63975229733123,26.764184951782227,156721200,25.997530212402342,27.34214674949646,26.629749807623554,26.469089514545225,0.16066029307832963,0.17285856606383906,44.43903789039749,0.004150664242713785,0.014688050498804258
2015-12-01,26.865996254353384,26.879570100117174,26.438402852054224,26.5469970703125,139409600,26.009389915466308,27.332141847610472,26.61701861726801,26.474860444602058,0.1421581726659511,0.16671848738426148,51.622168630299875,-0.008147974770514748,0.014387890758287909
2015-12-02,26.546986493947866,26.721192166857893,26.2619254900332,26.307172775268555,133546400,26.024608345031737,27.319943981170653,26.56935002619117,26.46243913576254,0.10691089042862956,0.1547569679931351,50.47287917478491,-0.009075005497238832,0.014155745406889906
2015-12-03,26.36826479749161,26.42256189793782,25.841125341024956,26.06283950805664,166278000,26.030794830322264,27.306825971603395,26.491425331093552,26.43283916333988,0.05858616775367054,0.13552280794524219,48.606640775365555,-0.009331104935364595,0.014232951825586395
2015-12-04,26.083201604590624,26.97911151571964,26.042478348354138,26.929338455200195,231108000,26.051247673034666,27.296867990493773,26.558796580956113,26.46961688866287,0.08917969229324285,0.12625418481484232,67.50401128674844,0.03270581501238706,0.016263859467868468
2015-12-07,26.91802588248572,27.11711638656781,26.653323869762712,26.75965690612793,128336800,26.069613418579102,27.282153406143188,26.589698169444084,26.491101334401023,0.09859683504306105,0.12072271486048608,61.376265125007194,-0.006320927142940191,0.016302709583522076
2015-12-08,26.587718259414373,26.8320578205441,26.438400789439882,26.748350143432617,137238000,26.097980728149412,27.26830906867981,26.61410616544232,26.510156801736695,0.10394936370562391,0.11736804462951365,62.91249369378356,-0.00042261947275022596,0.016288998158580873
2015-12-09,26.614865615389384,26.626178302483893,26.03569193848359,26.157861709594727,185445600,26.12976680755615,27.25528652191162,26.543914710696534,26.48406086898544,0.059853841711092315,0.1058652040458294,44.96685665732975,-0.022323010240570502,0.01543809913860225
2015-12-10,26.25288846463873,26.456504799441273,26.13298154694227,26.282299041748047,116850800,26.158454818725588,27.241066064834595,26.50366614624292,26.469115548449338,0.03455059779358294,0.09160228279538012,41.6615939226192,0.004745888034420196,0.015430055930389555
